date,home_team,away_team,home_score,away_score,tournament,stage,neutral,year
2010-06-15,Brazil,North Korea,2,1,FIFA World Cup,group,True,2010
2010-06-15,Ivory Coast,Portugal,0,0,FIFA World Cup,group,True,2010
2010-06-15,New Zealand,Slovakia,1,1,FIFA World Cup,group,True,2010
2010-06-16,Honduras,Chile,0,1,FIFA World Cup,group,True,2010
2010-06-16,Spain,Switzerland,0,1,FIFA World Cup,group,True,2010
2010-06-16,South Africa,Uruguay,0,3,FIFA World Cup,group,True,2010
2010-06-17,Argentina,South Korea,4,1,FIFA World Cup,group,True,2010
2010-06-17,Greece,Nigeria,2,1,FIFA World Cup,group,True,2010
2010-06-17,France,Mexico,0,2,FIFA World Cup,group,True,2010
2010-06-18,Slovenia,United States,2,2,FIFA World Cup,group,True,2010
2010-06-18,England,Algeria,0,0,FIFA World Cup,group,True,2010
2010-06-18,Germany,Serbia,0,1,FIFA World Cup,group,True,2010
2010-06-19,Netherlands,Japan,1,0,FIFA World Cup,group,True,2010
2010-06-19,Ghana,Australia,1,1,FIFA World Cup,group,True,2010
2010-06-19,Cameroon,Denmark,1,2,FIFA World Cup,group,True,2010
2010-06-20,Slovakia,Paraguay,0,2,FIFA World Cup,group,True,2010
2010-06-20,Italy,New Zealand,1,1,FIFA World Cup,group,True,2010
2010-06-20,Brazil,Ivory Coast,3,1,FIFA World Cup,group,True,2010
2010-06-21,Spain,Honduras,2,0,FIFA World Cup,group,True,2010
2010-06-21,Portugal,North Korea,7,0,FIFA World Cup,group,True,2010
2010-06-21,Chile,Switzerland,1,0,FIFA World Cup,group,True,2010
2010-06-22,Greece,Argentina,0,2,FIFA World Cup,group,True,2010
2010-06-22,Nigeria,South Korea,2,2,FIFA World Cup,group,True,2010
2010-06-22,France,South Africa,1,2,FIFA World Cup,group,True,2010
2010-06-22,Mexico,Uruguay,0,1,FIFA World Cup,group,True,2010
2010-06-23,Slovenia,England,0,1,FIFA World Cup,group,True,2010
2010-06-23,United States,Algeria,1,0,FIFA World Cup,group,True,2010
2010-06-23,Australia,Serbia,2,1,FIFA World Cup,group,True,2010
2010-06-23,Ghana,Germany,0,1,FIFA World Cup,group,True,2010
2010-06-24,Paraguay,New Zealand,0,0,FIFA World Cup,group,True,2010
2010-06-24,Slovakia,Italy,3,2,FIFA World Cup,group,True,2010
2010-06-24,Cameroon,Netherlands,1,2,FIFA World Cup,group,True,2010
2010-06-24,Denmark,Japan,1,3,FIFA World Cup,group,True,2010
2010-06-25,Switzerland,Honduras,0,0,FIFA World Cup,group,True,2010
2010-06-25,Chile,Spain,1,2,FIFA World Cup,group,True,2010
2010-06-25,North Korea,Ivory Coast,0,3,FIFA World Cup,group,True,2010
2010-06-25,Portugal,Brazil,0,0,FIFA World Cup,group,True,2010
2010-06-26,Uruguay,South Korea,2,1,FIFA World Cup,round of 16,True,2010
2010-06-26,United States,Ghana,1,2,FIFA World Cup,round of 16,True,2010
2010-06-27,Germany,England,4,1,FIFA World Cup,round of 16,True,2010
2010-06-27,Argentina,Mexico,3,1,FIFA World Cup,round of 16,True,2010
2010-06-28,Netherlands,Slovakia,2,1,FIFA World Cup,round of 16,True,2010
2010-06-28,Brazil,Chile,3,0,FIFA World Cup,round of 16,True,2010
2010-06-29,Paraguay,Japan,0,0,FIFA World Cup,round of 16,True,2010
2010-06-29,Spain,Portugal,1,0,FIFA World Cup,round of 16,True,2010
2010-07-02,Uruguay,Ghana,1,1,FIFA World Cup,quarter-final,True,2010
2010-07-02,Netherlands,Brazil,2,1,FIFA World Cup,quarter-final,True,2010
2010-07-03,Paraguay,Spain,0,1,FIFA World Cup,quarter-final,True,2010
2010-07-03,Argentina,Germany,0,4,FIFA World Cup,quarter-final,True,2010
2010-07-06,Uruguay,Netherlands,2,3,FIFA World Cup,semi-final,True,2010
2010-07-07,Germany,Spain,0,1,FIFA World Cup,semi-final,True,2010
2010-07-10,Uruguay,Germany,2,3,FIFA World Cup,third-place,True,2010
2010-07-11,Netherlands,Spain,0,1,FIFA World Cup,final,True,2010
2011-06-26,Nigeria,France,0,1,FIFA World Cup,group,True,2011
2011-06-26,Germany,Canada,2,1,FIFA World Cup,group,True,2011
2011-06-27,Japan,New Zealand,2,1,FIFA World Cup,group,True,2011
2011-06-27,Mexico,England,1,1,FIFA World Cup,group,True,2011
2011-06-28,Colombia,Sweden,0,1,FIFA World Cup,group,True,2011
2011-06-28,United States,North Korea,2,0,FIFA World Cup,group,True,2011
2011-06-29,Brazil,Australia,1,0,FIFA World Cup,group,True,2011
2011-06-29,Norway,Equatorial Guinea,1,0,FIFA World Cup,group,True,2011
2011-06-30,Canada,France,0,4,FIFA World Cup,group,True,2011
2011-06-30,Germany,Nigeria,1,0,FIFA World Cup,group,True,2011
2011-07-01,Japan,Mexico,4,0,FIFA World Cup,group,True,2011
2011-07-01,New Zealand,England,1,2,FIFA World Cup,group,True,2011
2011-07-02,North Korea,Sweden,0,1,FIFA World Cup,group,True,2011
2011-07-02,United States,Colombia,3,0,FIFA World Cup,group,True,2011
2011-07-03,Australia,Equatorial Guinea,3,2,FIFA World Cup,group,True,2011
2011-07-03,Brazil,Norway,3,0,FIFA World Cup,group,True,2011
2011-07-05,France,Germany,2,4,FIFA World Cup,group,True,2011
2011-07-05,Canada,Nigeria,0,1,FIFA World Cup,group,True,2011
2011-07-05,England,Japan,2,0,FIFA World Cup,group,True,2011
2011-07-05,New Zealand,Mexico,2,2,FIFA World Cup,group,True,2011
2011-07-06,Australia,Norway,2,1,FIFA World Cup,group,True,2011
2011-07-06,Equatorial Guinea,Brazil,0,3,FIFA World Cup,group,True,2011
2011-07-06,North Korea,Colombia,0,0,FIFA World Cup,group,True,2011
2011-07-06,Sweden,United States,2,1,FIFA World Cup,group,True,2011
2011-07-09,England,France,1,1,FIFA World Cup,group,True,2011
2011-07-09,Germany,Japan,0,1,FIFA World Cup,group,True,2011
2011-07-10,Brazil,United States,2,2,FIFA World Cup,group,True,2011
2011-07-10,Sweden,Australia,3,1,FIFA World Cup,group,True,2011
2011-07-13,Japan,Sweden,3,1,FIFA World Cup,group,True,2011
2011-07-13,France,United States,1,3,FIFA World Cup,group,True,2011
2011-07-16,Sweden,France,2,1,FIFA World Cup,third-place,True,2011
2011-07-17,Japan,United States,2,2,FIFA World Cup,final,True,2011
2014-06-12,Brazil,Croatia,3,1,FIFA World Cup,group,True,2014
2014-06-13,Chile,Australia,3,1,FIFA World Cup,group,True,2014
2014-06-13,Mexico,Cameroon,1,0,FIFA World Cup,group,True,2014
2014-06-13,Spain,Netherlands,1,5,FIFA World Cup,group,True,2014
2014-06-14,England,Italy,1,2,FIFA World Cup,group,True,2014
2014-06-14,Ivory Coast,Japan,2,1,FIFA World Cup,group,True,2014
2014-06-14,Colombia,Greece,3,0,FIFA World Cup,group,True,2014
2014-06-14,Uruguay,Costa Rica,1,3,FIFA World Cup,group,True,2014
2014-06-15,France,Honduras,3,0,FIFA World Cup,group,True,2014
2014-06-15,Argentina,Bosnia and Herzegovina,2,1,FIFA World Cup,group,True,2014
2014-06-15,Switzerland,Ecuador,2,1,FIFA World Cup,group,True,2014
2014-06-16,Germany,Portugal,4,0,FIFA World Cup,group,True,2014
2014-06-16,Iran,Nigeria,0,0,FIFA World Cup,group,True,2014
2014-06-16,Ghana,United States,1,2,FIFA World Cup,group,True,2014
2014-06-17,Belgium,Algeria,2,1,FIFA World Cup,group,True,2014
2014-06-17,Brazil,Mexico,0,0,FIFA World Cup,group,True,2014
2014-06-17,Russia,South Korea,1,1,FIFA World Cup,group,True,2014
2014-06-18,Australia,Netherlands,2,3,FIFA World Cup,group,True,2014
2014-06-18,Spain,Chile,0,2,FIFA World Cup,group,True,2014
2014-06-18,Cameroon,Croatia,0,4,FIFA World Cup,group,True,2014
2014-06-19,Japan,Greece,0,0,FIFA World Cup,group,True,2014
2014-06-19,Uruguay,England,2,1,FIFA World Cup,group,True,2014
2014-06-19,Colombia,Ivory Coast,2,1,FIFA World Cup,group,True,2014
2014-06-20,Italy,Costa Rica,0,1,FIFA World Cup,group,True,2014
2014-06-20,Switzerland,France,2,5,FIFA World Cup,group,True,2014
2014-06-20,Honduras,Ecuador,1,2,FIFA World Cup,group,True,2014
2014-06-21,Argentina,Iran,1,0,FIFA World Cup,group,True,2014
2014-06-21,Germany,Ghana,2,2,FIFA World Cup,group,True,2014
2014-06-21,Nigeria,Bosnia and Herzegovina,1,0,FIFA World Cup,group,True,2014
2014-06-22,Belgium,Russia,1,0,FIFA World Cup,group,True,2014
2014-06-22,South Korea,Algeria,2,4,FIFA World Cup,group,True,2014
2014-06-22,United States,Portugal,2,2,FIFA World Cup,group,True,2014
2014-06-23,Croatia,Mexico,1,3,FIFA World Cup,group,True,2014
2014-06-23,Cameroon,Brazil,1,4,FIFA World Cup,group,True,2014
2014-06-23,Australia,Spain,0,3,FIFA World Cup,group,True,2014
2014-06-23,Netherlands,Chile,2,0,FIFA World Cup,group,True,2014
2014-06-24,Costa Rica,England,0,0,FIFA World Cup,group,True,2014
2014-06-24,Italy,Uruguay,0,1,FIFA World Cup,group,True,2014
2014-06-24,Japan,Colombia,1,4,FIFA World Cup,group,True,2014
2014-06-24,Greece,Ivory Coast,2,1,FIFA World Cup,group,True,2014
2014-06-25,Bosnia and Herzegovina,Iran,3,1,FIFA World Cup,group,True,2014
2014-06-25,Nigeria,Argentina,2,3,FIFA World Cup,group,True,2014
2014-06-25,Honduras,Switzerland,0,3,FIFA World Cup,group,True,2014
2014-06-25,Ecuador,France,0,0,FIFA World Cup,group,True,2014
2014-06-26,United States,Germany,0,1,FIFA World Cup,group,True,2014
2014-06-26,South Korea,Belgium,0,1,FIFA World Cup,group,True,2014
2014-06-26,Portugal,Ghana,2,1,FIFA World Cup,group,True,2014
2014-06-26,Algeria,Russia,1,1,FIFA World Cup,group,True,2014
2014-06-28,Brazil,Chile,1,1,FIFA World Cup,round of 16,True,2014
2014-06-28,Colombia,Uruguay,2,0,FIFA World Cup,round of 16,True,2014
2014-06-29,Netherlands,Mexico,2,1,FIFA World Cup,round of 16,True,2014
2014-06-29,Costa Rica,Greece,1,1,FIFA World Cup,round of 16,True,2014
2014-06-30,France,Nigeria,2,0,FIFA World Cup,round of 16,True,2014
2014-06-30,Germany,Algeria,2,1,FIFA World Cup,round of 16,True,2014
2014-07-01,Argentina,Switzerland,1,0,FIFA World Cup,round of 16,True,2014
2014-07-01,Belgium,United States,2,1,FIFA World Cup,round of 16,True,2014
2014-07-04,Brazil,Colombia,2,1,FIFA World Cup,quarter-final,True,2014
2014-07-04,France,Germany,0,1,FIFA World Cup,quarter-final,True,2014
2014-07-05,Argentina,Belgium,1,0,FIFA World Cup,quarter-final,True,2014
2014-07-05,Netherlands,Costa Rica,0,0,FIFA World Cup,quarter-final,True,2014
2014-07-08,Brazil,Germany,1,7,FIFA World Cup,semi-final,True,2014
2014-07-09,Netherlands,Argentina,0,0,FIFA World Cup,semi-final,True,2014
2014-07-12,Brazil,Netherlands,0,3,FIFA World Cup,third-place,True,2014
2014-07-13,Germany,Argentina,1,0,FIFA World Cup,final,True,2014
2015-06-06,Canada,China,1,0,FIFA World Cup,group,True,2015
2015-06-06,New Zealand,Netherlands,0,1,FIFA World Cup,group,True,2015
2015-06-07,Germany,Ivory Coast,10,0,FIFA World Cup,group,True,2015
2015-06-07,Norway,Thailand,4,0,FIFA World Cup,group,True,2015
2015-06-08,Sweden,Nigeria,3,3,FIFA World Cup,group,True,2015
2015-06-08,Cameroon,Ecuador,6,0,FIFA World Cup,group,True,2015
2015-06-08,United States,Australia,3,1,FIFA World Cup,group,True,2015
2015-06-08,Japan,Switzerland,1,0,FIFA World Cup,group,True,2015
2015-06-09,France,England,1,0,FIFA World Cup,group,True,2015
2015-06-09,Spain,Costa Rica,1,1,FIFA World Cup,group,True,2015
2015-06-09,Colombia,Mexico,1,1,FIFA World Cup,group,True,2015
2015-06-09,Brazil,South Korea,2,0,FIFA World Cup,group,True,2015
2015-06-11,Ivory Coast,Thailand,2,3,FIFA World Cup,group,True,2015
2015-06-11,Canada,New Zealand,0,0,FIFA World Cup,group,True,2015
2015-06-11,China,Netherlands,1,0,FIFA World Cup,group,True,2015
2015-06-11,Germany,Norway,1,1,FIFA World Cup,group,True,2015
2015-06-12,Switzerland,Ecuador,10,1,FIFA World Cup,group,True,2015
2015-06-12,Australia,Nigeria,2,0,FIFA World Cup,group,True,2015
2015-06-12,Japan,Cameroon,2,1,FIFA World Cup,group,True,2015
2015-06-12,United States,Sweden,0,0,FIFA World Cup,group,True,2015
2015-06-13,South Korea,Costa Rica,2,2,FIFA World Cup,group,True,2015
2015-06-13,France,Colombia,0,2,FIFA World Cup,group,True,2015
2015-06-13,Brazil,Spain,1,0,FIFA World Cup,group,True,2015
2015-06-13,England,Mexico,2,1,FIFA World Cup,group,True,2015
2015-06-15,Netherlands,Canada,1,1,FIFA World Cup,group,True,2015
2015-06-15,China,New Zealand,2,2,FIFA World Cup,group,True,2015
2015-06-15,Thailand,Germany,0,4,FIFA World Cup,group,True,2015
2015-06-15,Ivory Coast,Norway,1,3,FIFA World Cup,group,True,2015
2015-06-16,Australia,Sweden,1,1,FIFA World Cup,group,True,2015
2015-06-16,Switzerland,Cameroon,1,2,FIFA World Cup,group,True,2015
2015-06-16,Ecuador,Japan,0,1,FIFA World Cup,group,True,2015
2015-06-16,Nigeria,United States,0,1,FIFA World Cup,group,True,2015
2015-06-17,Mexico,France,0,5,FIFA World Cup,group,True,2015
2015-06-17,South Korea,Spain,2,1,FIFA World Cup,group,True,2015
2015-06-17,England,Colombia,2,1,FIFA World Cup,group,True,2015
2015-06-17,Costa Rica,Brazil,0,1,FIFA World Cup,group,True,2015
2015-06-20,Germany,Sweden,4,1,FIFA World Cup,round of 16,True,2015
2015-06-20,China,Cameroon,1,0,FIFA World Cup,round of 16,True,2015
2015-06-21,France,South Korea,3,0,FIFA World Cup,round of 16,True,2015
2015-06-21,Brazil,Australia,0,1,FIFA World Cup,round of 16,True,2015
2015-06-21,Canada,Switzerland,1,0,FIFA World Cup,round of 16,True,2015
2015-06-22,United States,Colombia,2,0,FIFA World Cup,round of 16,True,2015
2015-06-22,Norway,England,1,2,FIFA World Cup,round of 16,True,2015
2015-06-23,Japan,Netherlands,2,1,FIFA World Cup,round of 16,True,2015
2015-06-26,Germany,France,1,1,FIFA World Cup,group,True,2015
2015-06-26,China,United States,0,1,FIFA World Cup,group,True,2015
2015-06-27,Australia,Japan,0,1,FIFA World Cup,group,True,2015
2015-06-27,England,Canada,2,1,FIFA World Cup,group,True,2015
2015-06-30,United States,Germany,2,0,FIFA World Cup,group,True,2015
2015-07-01,Japan,England,2,1,FIFA World Cup,group,True,2015
2015-07-04,Germany,England,0,1,FIFA World Cup,third-place,True,2015
2015-07-05,United States,Japan,5,2,FIFA World Cup,final,True,2015
2018-06-14,Russia,Saudi Arabia,5,0,FIFA World Cup,group,True,2018
2018-06-15,Egypt,Uruguay,0,1,FIFA World Cup,group,True,2018
2018-06-15,Morocco,Iran,0,1,FIFA World Cup,group,True,2018
2018-06-15,Portugal,Spain,3,3,FIFA World Cup,group,True,2018
2018-06-16,France,Australia,2,1,FIFA World Cup,group,True,2018
2018-06-16,Argentina,Iceland,1,1,FIFA World Cup,group,True,2018
2018-06-16,Peru,Denmark,0,1,FIFA World Cup,group,True,2018
2018-06-16,Croatia,Nigeria,2,0,FIFA World Cup,group,True,2018
2018-06-17,Costa Rica,Serbia,0,1,FIFA World Cup,group,True,2018
2018-06-17,Germany,Mexico,0,1,FIFA World Cup,group,True,2018
2018-06-17,Brazil,Switzerland,1,1,FIFA World Cup,group,True,2018
2018-06-18,Belgium,Panama,3,0,FIFA World Cup,group,True,2018
2018-06-18,Tunisia,England,1,2,FIFA World Cup,group,True,2018
2018-06-18,Sweden,South Korea,1,0,FIFA World Cup,group,True,2018
2018-06-19,Colombia,Japan,1,2,FIFA World Cup,group,True,2018
2018-06-19,Poland,Senegal,1,2,FIFA World Cup,group,True,2018
2018-06-19,Russia,Egypt,3,1,FIFA World Cup,group,True,2018
2018-06-20,Portugal,Morocco,1,0,FIFA World Cup,group,True,2018
2018-06-20,Uruguay,Saudi Arabia,1,0,FIFA World Cup,group,True,2018
2018-06-20,Iran,Spain,0,1,FIFA World Cup,group,True,2018
2018-06-21,Denmark,Australia,1,1,FIFA World Cup,group,True,2018
2018-06-21,France,Peru,1,0,FIFA World Cup,group,True,2018
2018-06-21,Argentina,Croatia,0,3,FIFA World Cup,group,True,2018
2018-06-22,Serbia,Switzerland,1,2,FIFA World Cup,group,True,2018
2018-06-22,Nigeria,Iceland,2,0,FIFA World Cup,group,True,2018
2018-06-22,Brazil,Costa Rica,2,0,FIFA World Cup,group,True,2018
2018-06-23,Belgium,Tunisia,5,2,FIFA World Cup,group,True,2018
2018-06-23,South Korea,Mexico,1,2,FIFA World Cup,group,True,2018
2018-06-23,Germany,Sweden,2,1,FIFA World Cup,group,True,2018
2018-06-24,England,Panama,6,1,FIFA World Cup,group,True,2018
2018-06-24,Japan,Senegal,2,2,FIFA World Cup,group,True,2018
2018-06-24,Poland,Colombia,0,3,FIFA World Cup,group,True,2018
2018-06-25,Saudi Arabia,Egypt,2,1,FIFA World Cup,group,True,2018
2018-06-25,Uruguay,Russia,3,0,FIFA World Cup,group,True,2018
2018-06-25,Spain,Morocco,2,2,FIFA World Cup,group,True,2018
2018-06-25,Iran,Portugal,1,1,FIFA World Cup,group,True,2018
2018-06-26,Nigeria,Argentina,1,2,FIFA World Cup,group,True,2018
2018-06-26,Iceland,Croatia,1,2,FIFA World Cup,group,True,2018
2018-06-26,Denmark,France,0,0,FIFA World Cup,group,True,2018
2018-06-26,Australia,Peru,0,2,FIFA World Cup,group,True,2018
2018-06-27,South Korea,Germany,2,0,FIFA World Cup,group,True,2018
2018-06-27,Mexico,Sweden,0,3,FIFA World Cup,group,True,2018
2018-06-27,Serbia,Brazil,0,2,FIFA World Cup,group,True,2018
2018-06-27,Switzerland,Costa Rica,2,2,FIFA World Cup,group,True,2018
2018-06-28,Japan,Poland,0,1,FIFA World Cup,group,True,2018
2018-06-28,Senegal,Colombia,0,1,FIFA World Cup,group,True,2018
2018-06-28,England,Belgium,0,1,FIFA World Cup,group,True,2018
2018-06-28,Panama,Tunisia,1,2,FIFA World Cup,group,True,2018
2018-06-30,Uruguay,Portugal,2,1,FIFA World Cup,round of 16,True,2018
2018-06-30,France,Argentina,4,3,FIFA World Cup,round of 16,True,2018
2018-07-01,Spain,Russia,1,1,FIFA World Cup,round of 16,True,2018
2018-07-01,Croatia,Denmark,1,1,FIFA World Cup,round of 16,True,2018
2018-07-02,Brazil,Mexico,2,0,FIFA World Cup,round of 16,True,2018
2018-07-02,Belgium,Japan,3,2,FIFA World Cup,round of 16,True,2018
2018-07-03,Sweden,Switzerland,1,0,FIFA World Cup,round of 16,True,2018
2018-07-03,Colombia,England,1,1,FIFA World Cup,round of 16,True,2018
2018-07-06,Uruguay,France,0,2,FIFA World Cup,quarter-final,True,2018
2018-07-06,Brazil,Belgium,1,2,FIFA World Cup,quarter-final,True,2018
2018-07-07,Russia,Croatia,2,2,FIFA World Cup,quarter-final,True,2018
2018-07-07,Sweden,England,0,2,FIFA World Cup,quarter-final,True,2018
2018-07-10,France,Belgium,1,0,FIFA World Cup,semi-final,True,2018
2018-07-11,Croatia,England,2,1,FIFA World Cup,semi-final,True,2018
2018-07-14,Belgium,England,2,0,FIFA World Cup,third-place,True,2018
2018-07-15,France,Croatia,4,2,FIFA World Cup,final,True,2018
2019-06-07,France,South Korea,4,0,FIFA World Cup,group,True,2019
2019-06-08,Germany,China,1,0,FIFA World Cup,group,True,2019
2019-06-08,Spain,South Africa,3,1,FIFA World Cup,group,True,2019
2019-06-08,Norway,Nigeria,3,0,FIFA World Cup,group,True,2019
2019-06-09,Australia,Italy,1,2,FIFA World Cup,group,True,2019
2019-06-09,Brazil,Jamaica,3,0,FIFA World Cup,group,True,2019
2019-06-09,England,Scotland,2,1,FIFA World Cup,group,True,2019
2019-06-10,Argentina,Japan,0,0,FIFA World Cup,group,True,2019
2019-06-10,Canada,Cameroon,1,0,FIFA World Cup,group,True,2019
2019-06-11,United States,Thailand,13,0,FIFA World Cup,group,True,2019
2019-06-11,New Zealand,Netherlands,0,1,FIFA World Cup,group,True,2019
2019-06-11,Chile,Sweden,0,2,FIFA World Cup,group,True,2019
2019-06-12,Nigeria,South Korea,2,0,FIFA World Cup,group,True,2019
2019-06-12,Germany,Spain,1,0,FIFA World Cup,group,True,2019
2019-06-12,France,Norway,2,1,FIFA World Cup,group,True,2019
2019-06-13,Australia,Brazil,3,2,FIFA World Cup,group,True,2019
2019-06-13,South Africa,China,0,1,FIFA World Cup,group,True,2019
2019-06-14,Japan,Scotland,2,1,FIFA World Cup,group,True,2019
2019-06-14,Jamaica,Italy,0,5,FIFA World Cup,group,True,2019
2019-06-14,England,Argentina,1,0,FIFA World Cup,group,True,2019
2019-06-15,Canada,New Zealand,2,0,FIFA World Cup,group,True,2019
2019-06-15,Netherlands,Cameroon,3,1,FIFA World Cup,group,True,2019
2019-06-16,Sweden,Thailand,5,1,FIFA World Cup,group,True,2019
2019-06-16,United States,Chile,3,0,FIFA World Cup,group,True,2019
2019-06-17,China,Spain,0,0,FIFA World Cup,group,True,2019
2019-06-17,South Africa,Germany,0,4,FIFA World Cup,group,True,2019
2019-06-17,Nigeria,France,0,1,FIFA World Cup,group,True,2019
2019-06-17,South Korea,Norway,1,2,FIFA World Cup,group,True,2019
2019-06-18,Italy,Brazil,0,1,FIFA World Cup,group,True,2019
2019-06-18,Jamaica,Australia,1,4,FIFA World Cup,group,True,2019
2019-06-19,Scotland,Argentina,3,3,FIFA World Cup,group,True,2019
2019-06-19,Japan,England,0,2,FIFA World Cup,group,True,2019
2019-06-20,Cameroon,New Zealand,2,1,FIFA World Cup,group,True,2019
2019-06-20,Netherlands,Canada,2,1,FIFA World Cup,group,True,2019
2019-06-20,Sweden,United States,0,2,FIFA World Cup,group,True,2019
2019-06-20,Thailand,Chile,0,2,FIFA World Cup,group,True,2019
2019-06-22,Germany,Nigeria,3,0,FIFA World Cup,round of 16,True,2019
2019-06-22,Norway,Australia,1,1,FIFA World Cup,round of 16,True,2019
2019-06-23,England,Cameroon,3,0,FIFA World Cup,round of 16,True,2019
2019-06-23,France,Brazil,2,1,FIFA World Cup,round of 16,True,2019
2019-06-24,Spain,United States,1,2,FIFA World Cup,round of 16,True,2019
2019-06-24,Sweden,Canada,1,0,FIFA World Cup,round of 16,True,2019
2019-06-25,Netherlands,Japan,2,1,FIFA World Cup,round of 16,True,2019
2019-06-25,Italy,China,2,0,FIFA World Cup,round of 16,True,2019
2019-06-27,Norway,England,0,3,FIFA World Cup,group,True,2019
2019-06-28,France,United States,1,2,FIFA World Cup,group,True,2019
2019-06-29,Italy,Netherlands,0,2,FIFA World Cup,group,True,2019
2019-06-29,Germany,Sweden,1,2,FIFA World Cup,group,True,2019
2019-07-02,England,United States,1,2,FIFA World Cup,group,True,2019
2019-07-03,Netherlands,Sweden,1,0,FIFA World Cup,group,True,2019
2019-07-06,England,Sweden,1,2,FIFA World Cup,third-place,True,2019
2019-07-07,United States,Netherlands,2,0,FIFA World Cup,final,True,2019
2022-11-20,Qatar,Ecuador,0,2,FIFA World Cup,group,True,2022
2022-11-21,United States,Wales,1,1,FIFA World Cup,group,True,2022
2022-11-21,England,Iran,6,2,FIFA World Cup,group,True,2022
2022-11-21,Senegal,Netherlands,0,2,FIFA World Cup,group,True,2022
2022-11-22,France,Australia,4,1,FIFA World Cup,group,True,2022
2022-11-22,Argentina,Saudi Arabia,1,2,FIFA World Cup,group,True,2022
2022-11-22,Denmark,Tunisia,0,0,FIFA World Cup,group,True,2022
2022-11-22,Mexico,Poland,0,0,FIFA World Cup,group,True,2022
2022-11-23,Spain,Costa Rica,7,0,FIFA World Cup,group,True,2022
2022-11-23,Belgium,Canada,1,0,FIFA World Cup,group,True,2022
2022-11-23,Morocco,Croatia,0,0,FIFA World Cup,group,True,2022
2022-11-23,Germany,Japan,1,2,FIFA World Cup,group,True,2022
2022-11-24,Portugal,Ghana,3,2,FIFA World Cup,group,True,2022
2022-11-24,Brazil,Serbia,2,0,FIFA World Cup,group,True,2022
2022-11-24,Switzerland,Cameroon,1,0,FIFA World Cup,group,True,2022
2022-11-24,Uruguay,South Korea,0,0,FIFA World Cup,group,True,2022
2022-11-25,Wales,Iran,0,2,FIFA World Cup,group,True,2022
2022-11-25,Qatar,Senegal,1,3,FIFA World Cup,group,True,2022
2022-11-25,Netherlands,Ecuador,1,1,FIFA World Cup,group,True,2022
2022-11-25,England,United States,0,0,FIFA World Cup,group,True,2022
2022-11-26,Tunisia,Australia,0,1,FIFA World Cup,group,True,2022
2022-11-26,Poland,Saudi Arabia,2,0,FIFA World Cup,group,True,2022
2022-11-26,France,Denmark,2,1,FIFA World Cup,group,True,2022
2022-11-26,Argentina,Mexico,2,0,FIFA World Cup,group,True,2022
2022-11-27,Spain,Germany,1,1,FIFA World Cup,group,True,2022
2022-11-27,Croatia,Canada,4,1,FIFA World Cup,group,True,2022
2022-11-27,Japan,Costa Rica,0,1,FIFA World Cup,group,True,2022
2022-11-27,Belgium,Morocco,0,2,FIFA World Cup,group,True,2022
2022-11-28,Cameroon,Serbia,3,3,FIFA World Cup,group,True,2022
2022-11-28,South Korea,Ghana,2,3,FIFA World Cup,group,True,2022
2022-11-28,Brazil,Switzerland,1,0,FIFA World Cup,group,True,2022
2022-11-28,Portugal,Uruguay,2,0,FIFA World Cup,group,True,2022
2022-11-29,Ecuador,Senegal,1,2,FIFA World Cup,group,True,2022
2022-11-29,Netherlands,Qatar,2,0,FIFA World Cup,group,True,2022
2022-11-29,Iran,United States,0,1,FIFA World Cup,group,True,2022
2022-11-29,Wales,England,0,3,FIFA World Cup,group,True,2022
2022-11-30,Saudi Arabia,Mexico,1,2,FIFA World Cup,group,True,2022
2022-11-30,Poland,Argentina,0,2,FIFA World Cup,group,True,2022
2022-11-30,Tunisia,France,1,0,FIFA World Cup,group,True,2022
2022-11-30,Australia,Denmark,1,0,FIFA World Cup,group,True,2022
2022-12-01,Canada,Morocco,1,2,FIFA World Cup,group,True,2022
2022-12-01,Croatia,Belgium,0,0,FIFA World Cup,group,True,2022
2022-12-01,Costa Rica,Germany,2,4,FIFA World Cup,group,True,2022
2022-12-01,Japan,Spain,2,1,FIFA World Cup,group,True,2022
2022-12-02,Ghana,Uruguay,0,2,FIFA World Cup,group,True,2022
2022-12-02,South Korea,Portugal,2,1,FIFA World Cup,group,True,2022
2022-12-02,Cameroon,Brazil,1,0,FIFA World Cup,group,True,2022
2022-12-02,Serbia,Switzerland,2,3,FIFA World Cup,group,True,2022
2022-12-03,Argentina,Australia,2,1,FIFA World Cup,round of 16,True,2022
2022-12-03,Netherlands,United States,3,1,FIFA World Cup,round of 16,True,2022
2022-12-04,England,Senegal,3,0,FIFA World Cup,round of 16,True,2022
2022-12-04,France,Poland,3,1,FIFA World Cup,round of 16,True,2022
2022-12-05,Japan,Croatia,1,1,FIFA World Cup,round of 16,True,2022
2022-12-05,Brazil,South Korea,4,1,FIFA World Cup,round of 16,True,2022
2022-12-06,Morocco,Spain,0,0,FIFA World Cup,round of 16,True,2022
2022-12-06,Portugal,Switzerland,6,1,FIFA World Cup,round of 16,True,2022
2022-12-09,Croatia,Brazil,1,1,FIFA World Cup,quarter-final,True,2022
2022-12-09,Netherlands,Argentina,2,2,FIFA World Cup,quarter-final,True,2022
2022-12-10,Morocco,Portugal,1,0,FIFA World Cup,quarter-final,True,2022
2022-12-10,England,France,1,2,FIFA World Cup,quarter-final,True,2022
